VehicleKey,VehicleID,Make,Model,Year,FuelType,Transmission,Engine,NumberOfDoors,Drivetrain,MaxPower,Price
8948,Audi_S8_2017,Audi,S8,2017,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,all wheel drive,605,115900
8949,Volvo_S90_1998,Volvo,S90,1998,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,181,2269
8950,Volvo_S90_2017,Volvo,S90,2017,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,front wheel drive,250,46950
8954,GMC_Safari Cargo_2003,GMC,Safari Cargo,2003,regular unleaded,AUTOMATIC,6-cylinder,3,all wheel drive,190,24450
8956,GMC_Safari Cargo_2004,GMC,Safari Cargo,2004,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,190,22695
8958,GMC_Safari Cargo_2005,GMC,Safari Cargo,2005,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,190,22930
8960,GMC_Safari_2003,GMC,Safari,2003,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,190,23690
8962,GMC_Safari_2004,GMC,Safari,2004,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,190,24195
8964,GMC_Safari_2005,GMC,Safari,2005,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,190,24430
8966,Suzuki_Samurai_1993,Suzuki,Samurai,1993,regular unleaded,MANUAL,4-cylinder,2,four wheel drive,66,2000
8968,Suzuki_Samurai_1994,Suzuki,Samurai,1994,regular unleaded,MANUAL,4-cylinder,2,four wheel drive,66,2000
8969,Suzuki_Samurai_1995,Suzuki,Samurai,1995,regular unleaded,MANUAL,4-cylinder,2,four wheel drive,66,2000
8970,Hyundai_Santa Fe Sport_2015,Hyundai,Santa Fe Sport,2015,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,264,33000
8976,Hyundai_Santa Fe Sport_2016,Hyundai,Santa Fe Sport,2016,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,265,33000
8980,Hyundai_Santa Fe Sport_2017,Hyundai,Santa Fe Sport,2017,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,265,33450
8986,Hyundai_Santa Fe_2015,Hyundai,Santa Fe,2015,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,290,30150
8992,Hyundai_Santa Fe_2016,Hyundai,Santa Fe,2016,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,290,32150
8996,Hyundai_Santa Fe_2017,Hyundai,Santa Fe,2017,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,290,36700
9004,GMC_Savana Cargo_2014,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,3,rear wheel drive,285,29215
9010,GMC_Savana Cargo_2015,GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,3,rear wheel drive,285,32875
9014,GMC_Savana Cargo_2016,GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,3,rear wheel drive,285,32455
9018,GMC_Savana_2014,GMC,Savana,2014,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,3,rear wheel drive,310,30970
9023,GMC_Savana_2015,GMC,Savana,2015,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,3,rear wheel drive,285,36355
9029,GMC_Savana_2016,GMC,Savana,2016,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,3,rear wheel drive,285,32990
9035,Lexus_SC 300_1998,Lexus,SC 300,1998,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,225,3211
9036,Lexus_SC 300_1999,Lexus,SC 300,1999,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,225,3665
9037,Lexus_SC 300_2000,Lexus,SC 300,2000,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,225,4024
9038,Lexus_SC 400_1998,Lexus,SC 400,1998,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,290,3442
9039,Lexus_SC 400_1999,Lexus,SC 400,1999,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,290,4031
9040,Lexus_SC 400_2000,Lexus,SC 400,2000,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,290,4404
9041,Lexus_SC 430_2008,Lexus,SC 430,2008,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,288,66355
9042,Lexus_SC 430_2009,Lexus,SC 430,2009,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,288,66805
9043,Lexus_SC 430_2010,Lexus,SC 430,2010,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,288,68405
9044,Hyundai_Scoupe_1993,Hyundai,Scoupe,1993,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,92,2000
9047,Hyundai_Scoupe_1994,Hyundai,Scoupe,1994,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,92,2000
9050,Hyundai_Scoupe_1995,Hyundai,Scoupe,1995,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,115,2000
9053,Chrysler_Sebring_2008,Chrysler,Sebring,2008,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,235,32715
9060,Chrysler_Sebring_2009,Chrysler,Sebring,2009,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,173,25920
9068,Chrysler_Sebring_2010,Chrysler,Sebring,2010,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,235,32710
9073,Kia_Sedona_2015,Kia,Sedona,2015,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,276,36300
9078,Kia_Sedona_2016,Kia,Sedona,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,276,28500
9083,Kia_Sedona_2017,Kia,Sedona,2017,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,276,41900
9088,Nissan_Sentra_2015,Nissan,Sentra,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,130,20720
9094,Nissan_Sentra_2016,Nissan,Sentra,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,130,22170
9100,Nissan_Sentra_2017,Nissan,Sentra,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,124,21500
9107,Kia_Sephia_1999,Kia,Sephia,1999,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,125,2000
9109,Kia_Sephia_2000,Kia,Sephia,2000,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,125,2000
9111,Kia_Sephia_2001,Kia,Sephia,2001,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,125,10845
9115,Toyota_Sequoia_2015,Toyota,Sequoia,2015,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,381,64320
9124,Toyota_Sequoia_2016,Toyota,Sequoia,2016,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,381,61855
9133,Toyota_Sequoia_2017,Toyota,Sequoia,2017,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,381,48685
9142,Cadillac_Seville_2002,Cadillac,Seville,2002,regular unleaded,AUTOMATIC,8-cylinder,4,front wheel drive,275,44399
9144,Cadillac_Seville_2003,Cadillac,Seville,2003,regular unleaded,AUTOMATIC,8-cylinder,4,front wheel drive,300,51650
9146,Cadillac_Seville_2004,Cadillac,Seville,2004,regular unleaded,AUTOMATIC,8-cylinder,4,front wheel drive,275,45975
9147,Dodge_Shadow_1992,Dodge,Shadow,1992,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,93,2000
9159,Dodge_Shadow_1993,Dodge,Shadow,1993,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,93,2000
9165,Dodge_Shadow_1994,Dodge,Shadow,1994,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,100,2000
9169,Ford_Shelby GT350_2015,Ford,Shelby GT350,2015,premium unleaded (recommended),MANUAL,8-cylinder,2,rear wheel drive,526,61295
9171,Ford_Shelby GT350_2016,Ford,Shelby GT350,2016,premium unleaded (recommended),MANUAL,8-cylinder,2,rear wheel drive,526,61295
9173,Ford_Shelby GT350_2017,Ford,Shelby GT350,2017,premium unleaded (recommended),MANUAL,8-cylinder,2,rear wheel drive,526,61795
9175,Ford_Shelby GT500_2012,Ford,Shelby GT500,2012,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,550,48810
9176,Ford_Shelby GT500_2013,Ford,Shelby GT500,2013,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,662,59200
9178,Ford_Shelby GT500_2014,Ford,Shelby GT500,2014,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,662,55110
9180,Suzuki_Sidekick_1996,Suzuki,Sidekick,1996,regular unleaded,MANUAL,4-cylinder,4,four wheel drive,120,2000
9186,Suzuki_Sidekick_1997,Suzuki,Sidekick,1997,regular unleaded,MANUAL,4-cylinder,4,four wheel drive,95,2000
9193,Suzuki_Sidekick_1998,Suzuki,Sidekick,1998,regular unleaded,MANUAL,4-cylinder,2,four wheel drive,95,2000
9203,Toyota_Sienna_2015,Toyota,Sienna,2015,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,266,42880
9220,Toyota_Sienna_2016,Toyota,Sienna,2016,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,266,34180
9237,Toyota_Sienna_2017,Toyota,Sienna,2017,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,296,29750
9254,GMC_Sierra 1500 Classic_2007,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,rear wheel drive,295,30930
9303,GMC_Sierra 1500 Hybrid_2011,GMC,Sierra 1500 Hybrid,2011,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,332,45425
9307,GMC_Sierra 1500 Hybrid_2012,GMC,Sierra 1500 Hybrid,2012,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,332,46790
9311,GMC_Sierra 1500 Hybrid_2013,GMC,Sierra 1500 Hybrid,2013,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,332,51935
9315,GMC_Sierra 1500_2015,GMC,Sierra 1500,2015,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,355,43360
9345,GMC_Sierra 1500_2016,GMC,Sierra 1500,2016,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,355,54240
9375,GMC_Sierra 1500_2017,GMC,Sierra 1500,2017,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,355,44840
9405,GMC_Sierra 1500HD_2006,GMC,Sierra 1500HD,2006,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,300,34640
9411,GMC_Sierra C3_2001,GMC,Sierra C3,2001,regular unleaded,AUTOMATIC,8-cylinder,4,all wheel drive,325,38370
9412,GMC_Sierra Classic 1500_1999,GMC,Sierra Classic 1500,1999,regular unleaded,AUTOMATIC,8-cylinder,3,rear wheel drive,200,4439
9416,Mitsubishi_Sigma_1990,Mitsubishi,Sigma,1990,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,142,2000
9417,Oldsmobile_Silhouette_2002,Oldsmobile,Silhouette,2002,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,185,35970
9422,Oldsmobile_Silhouette_2003,Oldsmobile,Silhouette,2003,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,185,33740
9427,Oldsmobile_Silhouette_2004,Oldsmobile,Silhouette,2004,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,185,36795
9432,Rolls-Royce_Silver Seraph_2001,Rolls-Royce,Silver Seraph,2001,premium unleaded (required),AUTOMATIC,12-cylinder,4,rear wheel drive,322,219900
9433,Rolls-Royce_Silver Seraph_2002,Rolls-Royce,Silver Seraph,2002,premium unleaded (required),AUTOMATIC,12-cylinder,4,rear wheel drive,322,229990
9434,Chevrolet_Silverado 1500 Classic_2007,Chevrolet,Silverado 1500 Classic,2007,regular unleaded,AUTOMATIC,8-cylinder,2,four wheel drive,285,26685
9483,Chevrolet_Silverado 1500 Hybrid_2011,Chevrolet,Silverado 1500 Hybrid,2011,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,332,48205
9487,Chevrolet_Silverado 1500 Hybrid_2012,Chevrolet,Silverado 1500 Hybrid,2012,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,332,42840
9491,Chevrolet_Silverado 1500 Hybrid_2013,Chevrolet,Silverado 1500 Hybrid,2013,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,332,51490
9495,Chevrolet_Silverado 1500_2015,Chevrolet,Silverado 1500,2015,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,355,46110
9551,Chevrolet_Silverado 1500_2016,Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,rear wheel drive,285,35825
9601,Chevrolet_Silverado 1500_2017,Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,rear wheel drive,285,36035
9651,Cadillac_Sixty Special_1993,Cadillac,Sixty Special,1993,regular unleaded,AUTOMATIC,8-cylinder,4,front wheel drive,200,2000
9652,Buick_Skylark_1996,Buick,Skylark,1996,regular unleaded,AUTOMATIC,4-cylinder,2,front wheel drive,150,2000
9655,Buick_Skylark_1997,Buick,Skylark,1997,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,155,2000
9659,Buick_Skylark_1998,Buick,Skylark,1998,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,150,2000
9660,Mercedes-Benz_SL-Class_2015,Mercedes-Benz,SL-Class,2015,premium unleaded (required),AUTOMATIC,6-cylinder,2,rear wheel drive,329,84000
9664,Mercedes-Benz_SL-Class_2016,Mercedes-Benz,SL-Class,2016,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,449,108050
9668,Mercedes-Benz_SL-Class_2017,Mercedes-Benz,SL-Class,2017,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,449,110800
9672,Mercedes-Benz_SLC-Class_2017,Mercedes-Benz,SLC-Class,2017,premium unleaded (required),AUTOMATIC,6-cylinder,2,rear wheel drive,362,60300
9674,Mercedes-Benz_SLK-Class_2014,Mercedes-Benz,SLK-Class,2014,premium unleaded (required),AUTOMATIC,6-cylinder,2,rear wheel drive,302,56225
9677,Mercedes-Benz_SLK-Class_2015,Mercedes-Benz,SLK-Class,2015,premium unleaded (required),MANUAL,4-cylinder,2,rear wheel drive,201,43950
9680,Mercedes-Benz_SLK-Class_2016,Mercedes-Benz,SLK-Class,2016,premium unleaded (required),AUTOMATIC,6-cylinder,2,rear wheel drive,302,59200
9683,Mercedes-Benz_SLR McLaren_2007,Mercedes-Benz,SLR McLaren,2007,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,641,480000
9684,Mercedes-Benz_SLR McLaren_2008,Mercedes-Benz,SLR McLaren,2008,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,617,495000
9685,Mercedes-Benz_SLR McLaren_2009,Mercedes-Benz,SLR McLaren,2009,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,617,495000
9686,Mercedes-Benz_SLS AMG GT Final Edition_2015,Mercedes-Benz,SLS AMG GT Final Edition,2015,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,583,221580
9688,Mercedes-Benz_SLS AMG GT_2013,Mercedes-Benz,SLS AMG GT,2013,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,583,199500
9690,Mercedes-Benz_SLS AMG GT_2014,Mercedes-Benz,SLS AMG GT,2014,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,622,275000
9693,Mercedes-Benz_SLS AMG_2011,Mercedes-Benz,SLS AMG,2011,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,563,183000
9694,Mercedes-Benz_SLS AMG_2012,Mercedes-Benz,SLS AMG,2012,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,563,189600
9696,Acura_SLX_1997,Acura,SLX,1997,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,190,2397
9698,Acura_SLX_1998,Acura,SLX,1998,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,215,2816
9699,Acura_SLX_1999,Acura,SLX,1999,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,215,2934
9700,Pontiac_Solstice_2007,Pontiac,Solstice,2007,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,177,21515
9702,Pontiac_Solstice_2008,Pontiac,Solstice,2008,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,173,22455
9706,Pontiac_Solstice_2009,Pontiac,Solstice,2009,premium unleaded (recommended),MANUAL,4-cylinder,2,rear wheel drive,173,24275
9711,Hyundai_Sonata Hybrid_2015,Hyundai,Sonata Hybrid,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,199,26000
9713,Hyundai_Sonata Hybrid_2016,Hyundai,Sonata Hybrid,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,193,26000
9716,Hyundai_Sonata Hybrid_2017,Hyundai,Sonata Hybrid,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,193,26000
9719,Hyundai_Sonata_2015,Hyundai,Sonata,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,185,23175
9732,Hyundai_Sonata_2016,Hyundai,Sonata,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,245,28925
9743,Hyundai_Sonata_2017,Hyundai,Sonata,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,185,21600
9755,Chevrolet_Sonic_2015,Chevrolet,Sonic,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,138,15495
9771,Chevrolet_Sonic_2016,Chevrolet,Sonic,2016,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,138,16155
9785,Chevrolet_Sonic_2017,Chevrolet,Sonic,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,138,18170
9795,GMC_Sonoma_2002,GMC,Sonoma,2002,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,190,16538
9804,GMC_Sonoma_2003,GMC,Sonoma,2003,flex-fuel (unleaded/E85),MANUAL,4-cylinder,2,rear wheel drive,120,14770
9813,Kia_Sorento_2015,Kia,Sorento,2015,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,290,38500
9823,Kia_Sorento_2016,Kia,Sorento,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,290,38300
9838,Kia_Sorento_2017,Kia,Sorento,2017,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,185,28500
9851,Kia_Soul EV_2015,Kia,Soul EV,2015,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,,35700
9853,Kia_Soul EV_2016,Kia,Soul EV,2016,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,,33950
9856,Kia_Soul_2014,Kia,Soul,2014,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,130,16900
9860,Kia_Soul_2015,Kia,Soul,2015,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,130,15190
9864,Kia_Soul_2016,Kia,Soul,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,130,17400
9868,Chevrolet_Spark EV_2014,Chevrolet,Spark EV,2014,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,140,26685
9870,Chevrolet_Spark EV_2015,Chevrolet,Spark EV,2015,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,140,25170
9872,Chevrolet_Spark EV_2016,Chevrolet,Spark EV,2016,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,140,25510
9874,Chevrolet_Spark_2015,Chevrolet,Spark,2015,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,84,14040
9880,Chevrolet_Spark_2016,Chevrolet,Spark,2016,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,98,14685
9886,Chevrolet_Spark_2017,Chevrolet,Spark,2017,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,98,16325
9892,Kia_Spectra_2007,Kia,Spectra,2007,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,138,12895
9899,Kia_Spectra_2008,Kia,Spectra,2008,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,138,15895
9907,Kia_Spectra_2009,Kia,Spectra,2009,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,138,13550
9915,Dodge_Spirit_1993,Dodge,Spirit,1993,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,101,2000
9917,Dodge_Spirit_1994,Dodge,Spirit,1994,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,100,2000
9918,Dodge_Spirit_1995,Dodge,Spirit,1995,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,100,2000
9919,Kia_Sportage_2015,Kia,Sportage,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,182,21900
9925,Kia_Sportage_2016,Kia,Sportage,2016,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,182,23650
9931,Kia_Sportage_2017,Kia,Sportage,2017,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,181,27000
9937,Chevrolet_Sportvan_1994,Chevrolet,Sportvan,1994,regular unleaded,AUTOMATIC,8-cylinder,3,rear wheel drive,200,2000
9943,Chevrolet_Sportvan_1995,Chevrolet,Sportvan,1995,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,163,2000
9945,Maserati_Spyder_2003,Maserati,Spyder,2003,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,390,85542
9947,Maserati_Spyder_2004,Maserati,Spyder,2004,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,390,89622
9949,Maserati_Spyder_2005,Maserati,Spyder,2005,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,385,87252
9951,Audi_SQ5_2015,Audi,SQ5,2015,premium unleaded (required),AUTOMATIC,6-cylinder,4,all wheel drive,354,52700
9953,Audi_SQ5_2016,Audi,SQ5,2016,premium unleaded (required),AUTOMATIC,6-cylinder,4,all wheel drive,354,53300
9955,Audi_SQ5_2017,Audi,SQ5,2017,premium unleaded (required),AUTOMATIC,6-cylinder,4,all wheel drive,354,60800
9957,Dodge_SRT Viper_2013,Dodge,SRT Viper,2013,premium unleaded (required),MANUAL,10-cylinder,2,rear wheel drive,640,97395
9959,Dodge_SRT Viper_2014,Dodge,SRT Viper,2014,premium unleaded (required),MANUAL,10-cylinder,2,rear wheel drive,640,107385
9961,Cadillac_SRX_2014,Cadillac,SRX,2014,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,308,48065
9968,Cadillac_SRX_2015,Cadillac,SRX,2015,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,308,48920
9975,Cadillac_SRX_2016,Cadillac,SRX,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,308,37605
9982,Chevrolet_SS_2014,Chevrolet,SS,2014,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,rear wheel drive,415,43475
9983,Chevrolet_SS_2015,Chevrolet,SS,2015,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,rear wheel drive,415,45745
9984,Chevrolet_SS_2016,Chevrolet,SS,2016,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,rear wheel drive,415,46575
9985,Chevrolet_SSR_2004,Chevrolet,SSR,2004,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,300,41620
9986,Chevrolet_SSR_2005,Chevrolet,SSR,2005,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,395,42555
9987,Chevrolet_SSR_2006,Chevrolet,SSR,2006,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,395,39240
9988,Nissan_Stanza_1990,Nissan,Stanza,1990,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,138,2000
9990,Nissan_Stanza_1991,Nissan,Stanza,1991,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,138,2000
9992,Nissan_Stanza_1992,Nissan,Stanza,1992,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,138,2000
9995,Dodge_Stealth_1994,Dodge,Stealth,1994,regular unleaded,MANUAL,6-cylinder,2,all wheel drive,320,2823
9999,Dodge_Stealth_1995,Dodge,Stealth,1995,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,222,2575
10002,Dodge_Stealth_1996,Dodge,Stealth,1996,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,222,3044
10005,Dodge_Stratus_2004,Dodge,Stratus,2004,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,200,21975
10015,Dodge_Stratus_2005,Dodge,Stratus,2005,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,200,21735
10020,Dodge_Stratus_2006,Dodge,Stratus,2006,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,200,23755
10022,Cadillac_STS-V_2007,Cadillac,STS-V,2007,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,469,75010
10023,Cadillac_STS-V_2008,Cadillac,STS-V,2008,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,469,78775
10024,Cadillac_STS-V_2009,Cadillac,STS-V,2009,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,469,81795
10025,Cadillac_STS_2009,Cadillac,STS,2009,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,320,56345
10027,Cadillac_STS_2010,Cadillac,STS,2010,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,302,55945
10032,Cadillac_STS_2011,Cadillac,STS,2011,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,302,47280
10035,Chevrolet_Suburban_2015,Chevrolet,Suburban,2015,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,rear wheel drive,355,54205
10041,Chevrolet_Suburban_2016,Chevrolet,Suburban,2016,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,rear wheel drive,355,54730
10047,Chevrolet_Suburban_2017,Chevrolet,Suburban,2017,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,four wheel drive,355,58045
10053,GMC_Suburban_1997,GMC,Suburban,1997,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,255,2468
10055,GMC_Suburban_1998,GMC,Suburban,1998,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,255,2790
10056,GMC_Suburban_1999,GMC,Suburban,1999,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,255,3420
10059,Pontiac_Sunbird_1992,Pontiac,Sunbird,1992,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,111,2000
10065,Pontiac_Sunbird_1993,Pontiac,Sunbird,1993,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,110,2000
10071,Pontiac_Sunbird_1994,Pontiac,Sunbird,1994,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,110,2000
10075,Plymouth_Sundance_1992,Plymouth,Sundance,1992,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,100,2000
10081,Plymouth_Sundance_1993,Plymouth,Sundance,1993,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,100,2000
10085,Plymouth_Sundance_1994,Plymouth,Sundance,1994,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,100,2000
10089,Pontiac_Sunfire_2003,Pontiac,Sunfire,2003,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,140,14930
